Trf_Msg,Alpha_letters,Len_Of_Words,No_of_Chars,No_of_Sentences,No_of_digits,Num_chars,Special_chars,Target
one regist subscrib enter draw gift voucher repli enter unsubscrib text stop,101,24,132,3,2,4,3,1
awesom plan get time like lt gt text detail wee bit,66,20,93,1,0,0,8,0
take care sleep well need learn chang life need get convinc wait convers us get convinc time famili mani sens respect overemphasis role life,226,57,283,1,0,0,8,0
chanc win free bluetooth headset simpli repli back adp,65,15,83,1,0,0,4,1
also didnt get na hi hi hi hi hi,27,10,36,1,0,0,0,0
ya cant display intern sub got ta extract,49,12,60,1,0,0,0,0
said anyth wrong sorri de,27,7,36,1,0,0,3,0
sad stori man last week day wife nt wish parent forgot kid went work even colleagu wish,112,35,154,5,0,0,8,0
stupid say challeng god dont think write instead respond im,82,21,103,1,0,0,2,0
yeah abl text readi meet,48,17,65,1,0,0,3,0
skint fanci bevi waz gona go meet othr spoon jst bin watchng planet earth sofa comfey dont make hav gd night,116,32,149,1,0,0,4,0
say quit least time day wudn take much notic nah mind gon na see want come taunton tonight tell,149,44,200,5,1,1,9,0
get free call,20,6,26,1,0,0,1,0
littl darl far week need coffe run tomo believ time week alreadi,95,25,124,2,0,0,4,0
ok msg leav hous,21,9,31,1,1,1,1,0
still west coast haiz take forev come back,43,11,65,1,0,0,10,0
mmm fuck merri christma,25,6,39,1,0,0,7,0
alright thank advic enjoy night tri get sleep,62,16,83,4,0,0,7,0
updat face book statu frequent,34,6,42,1,0,0,2,0
saw messag da,26,8,35,1,0,0,3,0
someth ate,18,5,23,1,0,0,1,0
bank say money,32,9,41,1,0,0,1,0
aiyar dun disturb liao thk lot aft ur cupboard come,51,14,72,1,1,1,6,0
hey watch movi tonight prob home earli,50,14,66,1,0,0,4,0
yar lor noe use dat rout,29,10,43,2,0,0,5,0
mro come gym machan goodnight,35,9,46,2,1,1,2,0
dont think need yellow card uk travel ask someon gone lt gt buck,87,23,116,3,0,0,7,0
look da lib got stuff havent finish yet,41,13,56,1,1,1,1,0
sound great im go sleep good night,42,11,55,3,0,0,3,0
floppi snappi happi gay chat servic photo upload call min stop text call,80,21,137,3,4,25,10,1
hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,130,27,166,1,0,0,14,0
come got noth,22,7,29,1,0,0,1,0
noth ever easi look reason take risk life love,74,22,96,2,0,0,2,0
want grasp pretti booti,27,7,36,1,0,0,2,0
got tea sure flavour,37,12,49,2,0,0,2,0
go orchard lareadi reach soon reach,47,11,61,2,1,1,3,0
dear deni word pleas,32,8,39,1,0,0,0,0
know old dom told yesterday name roger got touch last night want meet today pm,106,31,141,3,1,1,2,0
come back tampa ffffuuuuuuu,26,5,30,1,0,0,0,0
celebr day els,20,6,30,1,1,1,2,0
merri christma anni,25,6,31,1,0,0,1,0
pleas tell special stock talk,60,14,73,1,0,0,0,0
sent like,18,6,25,2,0,0,2,0
urgent ur award complimentari trip eurodisinc trav aco entri claim txt di morefrmmob shracomorsglsuplt ls aj,105,21,161,3,10,21,10,1
awesom minut,23,6,29,1,0,0,1,0
problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad,289,83,381,5,0,0,17,0
told everyth stop dont let get dehydr,55,13,69,2,0,0,3,0
guess lt gt min,15,6,26,1,0,0,5,0
home ard wat time reach,26,9,36,2,0,0,3,0
storm msg wen lift phne say hello knw wt real mean hello name girl ye knw dat girl margaret hello girlfrnd grahmbel invnt telphon moral one get name person,182,55,278,14,1,1,33,0
want mapquest someth look usf dogwood drive,53,13,68,1,0,0,3,0
aight plan come later tonight,40,10,50,1,0,0,1,0
die accident delet msg suppos put sim archiv haiz sad,61,17,89,2,1,1,10,0
welcom uk mobil date msg free give free call futur mg bill daili cancel send go stop,99,26,151,2,3,19,8,1
wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri,184,48,237,6,0,0,6,0
thank repli today ur visa come still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha,182,49,236,5,0,0,6,0
sorri flake last night shit serious goin roommat tonight,75,18,95,1,0,0,4,0
said look pretti wif long hair wat thk cut quit short leh,63,19,85,2,1,1,3,0
ranjith cal drpd deeraj deepak min hold,36,8,44,1,1,1,0,0
cheer callin babe sozi culdnt talkbut wannatel detail later wenwecan chat properli,80,16,99,1,0,0,5,0
hey still gym,17,6,23,1,0,0,1,0
said mind go bedroom minut ok sed sexi mood came minut latr wid cake wife,95,32,145,3,1,1,16,0
much better thank lol,22,5,26,1,0,0,0,0
noth smsing xy lor sorri lor da guy neva person sort know lor wan meet xy ask bring along next meet,115,36,160,3,3,3,4,0
lem know swing pick free basic time semest,75,20,97,1,1,1,2,0
wa effici gee thanx,22,6,39,1,0,0,12,0
receiv mobil content enjoy,37,7,47,2,1,1,2,1
abl sleep,18,6,24,1,0,0,1,0
want explicit sex sec ring cost min,37,10,65,3,3,15,3,1
meet soon princess ttyl,26,6,33,2,0,0,2,0
pick pm go taunton still want come,54,18,76,1,2,3,3,0
oh outsid player allow play know,37,8,49,1,1,1,3,0
anyth lor,12,3,15,1,0,0,1,0
erutupalam thandiyachu,21,2,22,1,0,0,0,0
cant tri new invent fli joke,37,12,51,1,0,0,5,0
ful song lyric,20,6,28,1,0,0,4,0
reckon need arrang transport thank,52,15,69,1,1,1,2,0
true lov care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss,130,27,159,3,0,0,3,0
shop eh ger toke abt syd leh haha,33,9,44,2,0,0,4,0
stand,20,4,24,1,0,0,1,0
good weekend,15,3,20,1,0,0,2,0
miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win,103,21,126,3,0,0,3,0
call get chanc plz lt,30,9,41,1,1,1,2,0
new deu ex game comin earli next yr,32,9,40,1,0,0,0,0
comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt,127,28,162,1,1,1,7,0
friend studi warwick plan go shop concert tmw may cancel havn seen age yeah get togeth sometim,132,33,171,1,0,0,9,0
probabl coupl hour top,24,5,28,1,0,0,0,0
lol grin babe thank think,41,12,62,1,0,0,9,0
man bu slow think gon na get,54,17,71,2,0,0,2,0
hope text meet smile let text give reason smile beauti day,85,22,109,3,0,0,3,0
case wake wonder forgot take care someth grandma today done parad,107,27,135,1,0,0,2,0
ok,2,1,2,1,0,0,0,0
latest nokia mobil ipod mp player proze guarante repli win norcorp ltd mtmsgrcvd,82,17,125,3,6,14,8,1
sm servic inclus text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae,109,24,158,4,6,18,10,1
nvm take ur time,13,4,17,1,0,0,1,0
wat da decis,16,5,21,1,0,0,2,0
wot bitch,17,6,25,1,1,1,1,0
stupid possibl,20,4,23,1,0,0,1,0
told hr want post chennai work,57,15,74,1,0,0,5,0
mobil club choos top qualiti item mobil cfca,57,14,73,2,2,2,2,1
guy leav,21,5,26,1,0,0,1,0
neva grumbl sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar,103,32,149,4,1,1,10,0
abl anyth,19,5,24,1,0,0,1,0
takin linear algebra today,23,4,30,1,0,0,1,0
weekend fine excus much decor,49,12,62,1,0,0,2,0
sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss,97,26,132,4,0,0,9,0
project pa come,33,9,43,1,0,0,2,0
money wine number wot next,37,11,51,1,1,3,0,1
sure whenev show fuck gt,30,8,42,1,0,0,5,0
random saw old roomat campu graduat,47,11,58,2,0,0,1,0
congrat mobil videophon call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,105,24,161,8,7,21,10,1
men alway need beauti intellig care love adjust cooper wife law allow one wife,98,18,125,2,0,0,10,0
suck got plan yo valentin yo valentin,72,20,94,3,0,0,4,0
got part nottingham hr mile good thing love man much mph hey ho,74,20,104,3,3,5,4,0
think one say clearli ok leav need ask go come,71,22,94,3,0,0,2,0
hi good mornin thanku wish,28,8,39,1,0,0,4,0
want meet morro,18,6,26,1,2,2,0,0
actual decid hungri left yet,46,14,60,1,0,0,2,0
sent part,13,5,22,1,0,0,3,0
co shop wif darren ju call ask wat present wan lor start guess wif final guess darren lor,122,33,158,2,1,1,2,0
want cock hubbi away need real man satisfi txt wife string action txt stop end txt rec ea otbox la ws,101,31,163,5,8,15,11,1
understand loss gain work school,42,11,58,3,0,0,5,0
miss havent much bit bore holiday want go bak colleg sad isnt xx,86,26,120,4,3,3,4,0
hiya probabl come home weekend next,38,7,47,1,0,0,2,0
forget though love walk besid watch keep heart warm,83,21,110,2,0,0,7,0
wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,161,41,205,4,0,0,4,0
ok day make dinner tonit invit,56,15,73,3,0,0,3,0
gr new servic live sex video chat mob see sexiest dirtiest girl live ur phone detail text horni cancel send stop,112,28,160,1,4,12,3,1
money steve mate,21,6,31,2,1,1,2,0
im late tellmiss im way,23,7,29,1,0,0,0,0
never blame day ur life good day give happi bad day give experi essenti life god bless good morn,118,28,152,7,0,0,7,0
normal use drink water daili,33,8,42,1,0,0,2,0
dare ask luck sort car,35,10,48,1,0,0,4,0
parti place usf charg contribut way greatli appreci yeah got room one,105,29,137,1,0,0,5,0
urgh coach hot smell chip fat thank especi duvet predict text word,81,18,105,2,0,0,7,0
hiya last night naughti bought cloth littl readi shop tho kind time wan na meet,119,29,155,4,0,0,8,0
freemsg hi babi wow got new cam mobi wan na hot pic fanci chat im utxt rpli chat hlp msg rcv,88,30,143,3,6,22,4,1
tri reach without success,37,9,45,1,0,0,1,0
derek done class,28,7,35,1,0,0,1,0
never lei lazi got wat dat day send da url cant work one,49,17,78,2,0,0,10,0
never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,123,31,159,1,0,0,6,0
hey mate spoke mag peopl deliv end month deliv th sept talk later,89,26,126,5,1,2,6,0
hope good week check,39,10,49,2,0,0,1,0
haha friend tyler liter ask could get dubsack,59,14,73,1,0,0,1,0
hey fanci meetin cha hav lil beverag txt ring meet quit tire got pist love pete,110,40,166,4,3,3,10,0
great safe trip dont panic surrend,39,9,50,3,0,0,3,0
symptom love like listen song get stop see name belov get angri,102,28,142,1,3,3,11,0
sun ah thk mayb dun anythin thk book lesson pilat orchard mrt noe hor,82,25,120,1,0,0,12,0
tri someth dear read someth exam,44,10,54,2,0,0,1,0
wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,109,29,153,1,8,8,7,0
gettin rdi ship comp,19,5,23,1,0,0,0,0
hospit da return home even,39,11,52,3,0,0,2,0
piss talk someon realis point read backward,71,18,90,2,0,0,3,0
think da wil,15,5,23,2,0,0,3,0
awak oh,16,7,24,2,0,0,4,0
good afternoon boytoy goe walk day get polic abstract still wake miss babe,122,30,156,5,0,0,4,0
much tri get,19,6,25,1,0,0,1,0
come around lt decim gt pm vikki otsid nw il come tht time,53,16,73,1,0,0,8,0
tell address,28,7,34,1,0,0,0,0
honeybe said sweetest world god laugh amp said wait havnt met person read msg moral even god crack joke gm gn ge gn,115,32,158,2,0,0,17,0
buy blackberri bold torch buy new use let know plu say buy lt gt wifi ipad say lt gt,148,44,208,5,1,1,15,0
togeth thinkin,46,11,56,1,0,0,0,0
hiya how go sunni africa hope avin good time give big old silver back big kiss,85,25,112,3,0,0,3,0
time come tomorrow,29,7,35,1,0,0,0,0
wan na laugh tri chit chat mobil logon txting word chat send cm po box london zf msg rcvd,103,32,156,3,6,15,7,1
cha quiteamuz scool babe,28,5,34,1,0,0,1,0
omg know ate,22,8,30,1,0,0,1,0
urgent nd attempt contact call csbcm wc xx callcost ppmmobilesvari max,83,22,148,4,11,35,10,1
,14,4,24,1,0,0,6,0
directli behind abt row behind,30,6,46,1,1,1,6,0
congratul ur award cd voucher gift guarante free entri wkli draw txt music,79,16,115,1,5,15,1,1
contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,123,26,159,5,1,2,7,1
urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm,94,21,152,3,9,27,6,1
plan yet,25,7,34,2,0,0,2,0
hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,95,28,142,2,0,0,22,0
cours math one day one chapter one month finish,59,15,75,2,0,0,2,0
wow think common take back ur freak unless chop,69,22,95,3,0,0,6,0
ur chanc win wkli shop spree txt shop www txt shop com custcar wk,72,24,127,1,6,24,11,1
noooooooo pleas last thing need stress life fair,60,15,77,3,0,0,3,0
secret admir look make contact find reveal think ur special call stopsm ppm,104,27,158,1,3,26,5,1
mila age blond new uk look sex uk guy like fun text mtalk pp txt st free increment help,90,27,159,7,9,27,12,1
see swing bit got thing take care firsg,59,20,79,1,0,0,2,0
want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,173,52,229,3,0,0,5,0
finish work yet someth,36,8,44,1,0,0,1,0
tomorrow go theatr come wherev call tell come tomorrow,85,23,117,7,0,0,6,0
well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box wx,105,28,156,5,5,16,6,1
right wasnt phone someon number like,56,14,70,1,0,0,1,0
ok wun angri msg aft come home tonight,38,14,53,2,0,0,3,0
good time nice someth bit differ weekend chang see ya soon,82,23,106,3,0,0,2,0
yo sorri shower sup,24,7,30,1,0,0,0,0
carlo pick swing usf littl bit,64,22,86,1,0,0,2,0
full heat pa appli oil pa,27,8,38,1,0,0,4,0
stuck da middl da row da right hand side da lt,47,17,67,1,0,0,4,0
laid airtel line rest,31,8,39,1,0,0,1,0
hi decid wot get bday ill prob ju get voucher frm virgin sumf,72,21,97,1,2,2,0,0
freemsg txt call claim reward hour talk time use phone subscrib gbp mnth inc hr stop txtstop,102,25,144,2,5,10,7,1
hey feel better,22,7,30,2,0,0,2,0
plan stay night prolli back til late,56,18,73,1,0,0,2,0
thanx puttin da fone,25,7,35,2,1,1,2,0
need th campu atm could pick hour two,51,19,72,1,1,1,3,0
oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,89,25,134,1,0,0,20,0
run manag minut need oxygen might resort roller option,85,18,106,2,1,1,2,0
live next lt gt min,23,8,35,1,0,0,5,0
de ask like,17,5,22,1,0,0,1,0
glad talk,24,7,31,1,0,0,1,0
wat time finish,13,3,19,1,0,0,1,0
sorri da gone mad mani pend work,41,12,54,2,0,0,2,0
much got clean,24,6,29,1,0,0,0,0
how favourit person today workin hard sleep last nite nearli rang,76,19,101,3,2,3,4,0
sunshin quiz win super soni dvd record cannam capit australia text mquiz,81,19,108,3,1,5,3,1
call dad oredi,14,3,22,1,0,0,3,0
good think could send pix would love see top bottom,66,19,89,3,0,0,5,0
nvm go wear sport shoe anyway go late leh,52,17,75,1,0,0,9,0
sorri call later meet,26,7,34,1,0,0,3,0
long fuckin showr,22,6,27,1,0,0,0,0
receiv understood act upon,28,5,34,1,0,0,2,0
final came fix ceil,30,7,37,1,0,0,1,0
need presnt alway bcz cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,133,28,172,3,0,0,13,0
ju finish blow hair finish dinner alreadi,42,9,52,2,0,0,2,0
bu love,17,7,24,2,0,0,2,0
lol knew saw dollar store,35,11,54,1,0,0,7,0
pleas call custom servic repres pm guarante cash prize,89,19,139,1,7,22,2,1
today voda number end select receiv reward match pleas call quot claim code standard rate appli,113,24,166,2,4,22,2,1
saturday sunday holiday difficult,46,9,56,1,0,0,2,0
everybodi fun even miss,33,7,41,2,0,0,2,0
got hella ga money want go grand natur adventur galileo littl bit,70,18,89,1,0,0,2,0
meet call later,25,9,34,1,0,0,2,0
oh wow that gay firmwar updat help,35,8,43,2,0,0,1,0
move morphin,33,10,43,2,0,0,2,0
come din yup cut hair,25,10,43,1,0,0,6,0
pa lunch aha,19,7,26,1,0,0,1,0
oh ho first time use type word,42,13,55,2,0,0,1,0
captain vijaykanth comedi captain tv drunken,52,11,66,1,0,0,4,0
cours guess god got hold right,41,13,55,2,0,0,3,0
hide anythi keep distanc,41,9,49,1,0,0,0,0
havent,6,1,7,1,0,0,1,0
rip get mobil content www clubmobi com call poli true pix rington game six download,106,23,143,2,2,12,7,1
sorri din lock keypad,21,6,27,1,0,0,1,0
got person stori,23,6,28,1,0,0,0,0
plan come chennai,27,6,33,1,0,0,1,0
tri contact repli offer video phone anytim network min half price line rental camcord repli call,113,27,155,1,2,14,0,1
god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg,120,31,157,2,1,1,5,0
okay go sleep later,29,8,38,3,0,0,2,0
pleas protect threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,132,25,159,3,0,0,6,0
final happen aftr decad beer cheaper petrol gover expect us drink drive,97,22,139,7,0,0,19,0
xma reward wait comput randomli pick loyal mobil custom receiv reward call,108,24,158,3,3,17,2,1
meet tmr,17,5,22,1,0,0,1,0
lol ye add spice day,36,11,48,2,0,0,2,0
hope great day,25,7,32,1,0,0,1,0
prasanth ettan mother pass away last night pray famili,65,14,80,2,0,0,2,0
work someth,20,6,26,1,0,0,2,0
privat account statement show un redeem point call identifi code expir,79,16,136,3,7,29,9,1
